"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.presentation_left.percentcorrect","trial.presentation_right.percentcorrect","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","picture.Left.currentvalue","picture.Right.currentvalue","block_number","task_phase","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","numberoftimesleft","numberoftimesright","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","tree.bmp","84","69","33","25","36","66","24","37","3","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","45","151","31","","30","15","right","9","32","34.5","15.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","84","69","33","25","36","66","24","37","3","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","45","151","32","","30","15","right","10","32","34.5","16"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","tree.bmp","84","70","33","25","36","176","24","37","3","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","46","152","32","","30","16","right","10","32","34.5","16"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","84","70","33","25","36","176","24","37","3","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","46","152","33","","30","16","right","11","32","34.5","16.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","tree.bmp","84","70","33","25","36","86","24","37","3","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","47","153","33","","30","17","right","11","32","34.5","16.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","84","70","33","25","36","86","24","37","3","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","47","153","34","","30","17","right","12","32","34.5","17"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","tree.bmp","84","71","33","25","36","209","24","37","3","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","48","154","34","","30","18","right","12","32","34.5","17"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","84","71","33","25","36","209","24","37","3","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","48","154","35","","30","18","right","13","32","34.5","17.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","tree.bmp","84","71","33","25","36","111","24","37","3","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","49","155","35","","30","19","right","13","32","34.5","17.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","84","71","33","25","36","111","24","37","3","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","49","155","36","","30","19","right","14","32","34.5","18"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","tree.bmp","84","72","33","25","36","31","24","37","3","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","156","36","","30","20","right","14","32","34.5","18"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","84","72","33","25","36","31","24","37","4","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","156","37","","30","20","right","15","32","34.5","18.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","reset_trial","Experiment_block_leftstart","Press SPACE to continue","84","72","33","25","36","31","24","37","4","Reversal","24","37","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","156","37","","0","0","right","15","21","34.5","18.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","751","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","1","157","0","","1","0","left","15","21","53","0"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","751","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","1","157","1","","1","0","left","16","21","53","0.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","0","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","2","158","1","","2","0","left","16","21","53","0.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","0","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","2","158","2","","2","0","left","17","21","53","1"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","13","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","3","159","2","","3","0","left","17","21","53","1"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","13","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","3","159","3","","3","0","left","18","21","53","1.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","192","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","4","160","3","","4","0","left","18","21","53","1.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","192","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","4","160","4","","4","0","left","19","21","53","2"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","166","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","5","161","4","","5","0","left","19","21","53","2"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","166","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","5","161","4","","5","0","left","20","21","53","2"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","52","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","162","4","","6","0","left","20","21","53","2"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","52","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","162","5","","6","0","left","21","21","53","2.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","0","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","163","5","","7","0","left","21","21","53","2.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","0","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","163","6","","7","0","left","22","21","53","3"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","34","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","8","164","6","","8","0","left","22","21","53","3"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","34","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","8","164","6","","8","0","left","23","21","53","3"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","14","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","9","165","6","","9","0","left","23","21","53","3"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","14","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","9","165","7","","9","0","left","24","21","53","3.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","106","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","10","166","7","","10","0","left","24","21","53","3.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","106","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","10","166","7","","10","0","left","25","21","53","3.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","193","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","167","7","","11","0","left","25","21","53","3.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","193","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","167","8","","11","0","left","26","21","53","4"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","111","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","168","8","","12","0","left","26","21","53","4"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","111","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","168","9","","12","0","left","27","21","53","4.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","44","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","13","169","9","","13","0","left","27","21","53","4.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","44","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","13","169","10","","13","0","left","28","21","53","5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","92","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","170","10","","14","0","left","28","21","53","5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","92","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","170","11","","14","0","left","29","21","53","5.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","601","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","15","171","11","","15","0","left","29","21","53","5.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","601","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","15","171","11","","15","0","left","30","21","53","5.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","619","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","16","172","11","","16","0","left","30","21","53","5.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","619","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","16","172","12","","16","0","left","31","21","53","6"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","156","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","17","173","12","","17","0","left","31","21","53","6"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","156","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","17","173","13","","17","0","left","32","21","53","6.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","143","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","18","174","13","","18","0","left","32","21","53","6.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","143","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","18","174","14","","18","0","left","33","21","53","7"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","85","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","19","175","14","","19","0","left","33","21","53","7"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","85","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","19","175","15","","19","0","left","34","21","53","7.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","100","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","20","176","15","","20","0","left","34","21","53","7.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","100","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","20","176","16","","20","0","left","35","21","53","8"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_left","Experiment_block_leftstart","carriage.bmp","100","72","33","100","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","21","177","16","","21","0","left","35","21","53","8"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","100","36","31","4","24","4","Acquisiton","4","24","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","21","177","17","","21","0","left","36","21","53","8.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","71","33","100","33","76","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","22","178","17","","22","0","right","36","21","53","8.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","71","33","100","33","76","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","22","178","18","","22","0","right","0","21","53","9"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","70","33","100","33","133","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","23","179","18","","23","0","right","0","21","53","9"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","70","33","100","33","133","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","23","179","18","","23","0","right","0","21","53","9"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","68","33","100","33","27","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","24","180","18","","24","0","right","0","21","53","9"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","68","33","100","33","27","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","24","180","19","","24","0","right","0","21","53","9.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","67","33","100","33","109","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","25","181","19","","25","0","right","0","21","53","9.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","67","33","100","33","109","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","25","181","19","","25","0","right","0","21","53","9.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","68","33","100","36","35","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","26","182","19","","25","1","right","0","21","53","9.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","68","33","100","36","35","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","26","182","20","","25","1","right","1","21","53","10"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","68","33","100","36","52","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","27","183","20","","25","2","right","1","21","53","10"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","68","33","100","36","52","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","27","183","21","","25","2","right","2","21","53","10.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","69","33","100","36","24","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","28","184","21","","25","3","right","2","21","53","10.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","69","33","100","36","24","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","28","184","22","","25","3","right","3","21","53","11"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","69","33","100","36","46","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","29","185","22","","25","4","right","3","21","53","11"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","69","33","100","36","46","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","29","185","23","","25","4","right","4","21","53","11.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","70","33","100","36","12","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","30","186","23","","25","5","right","4","21","53","11.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","70","33","100","36","12","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","30","186","23","","25","5","right","5","21","53","11.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","70","33","100","36","18","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","31","187","23","","25","6","right","5","21","53","11.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","70","33","100","36","18","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","31","187","24","","25","6","right","6","21","53","12"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","71","33","100","36","74","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","32","188","24","","25","7","right","6","21","53","12"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","71","33","100","36","74","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","32","188","25","","25","7","right","7","21","53","12.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","71","33","100","36","256","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","33","189","25","","25","8","right","7","21","53","12.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","71","33","100","36","256","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","33","189","26","","25","8","right","8","21","53","13"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","71","33","100","36","87","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","34","190","26","","25","9","right","8","21","53","13"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","71","33","100","36","87","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","34","190","27","","25","9","right","9","21","53","13.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","72","33","100","36","418","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","35","191","27","","25","10","right","9","21","53","13.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","100","36","418","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","35","191","28","","25","10","right","10","21","53","14"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","72","33","100","36","49","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","36","192","28","","25","11","right","10","21","53","14"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","100","36","49","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","36","192","29","","25","11","right","11","21","53","14.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","72","33","100","36","452","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","37","193","29","","25","12","right","11","21","53","14.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","72","33","100","36","452","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","37","193","30","","25","12","right","12","21","53","15"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","73","33","100","36","174","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","38","194","30","","25","13","right","12","21","53","15"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","73","33","100","36","174","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","38","194","31","","25","13","right","13","21","53","15.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","73","33","100","36","157","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","39","195","31","","25","14","right","13","21","53","15.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","73","33","100","36","157","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","39","195","32","","25","14","right","14","21","53","16"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","74","33","100","36","134","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","40","196","32","","25","15","right","14","21","53","16"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","74","33","100","36","134","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","40","196","32","","25","15","right","15","21","53","16"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","74","33","100","36","27","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","41","197","32","","25","16","right","15","21","53","16"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","74","33","100","36","27","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","41","197","33","","25","16","right","16","21","53","16.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","74","33","100","36","118","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","42","198","33","","25","17","right","16","21","53","16.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","74","33","100","36","118","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","42","198","34","","25","17","right","17","21","53","17"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","75","33","100","36","27","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","43","199","34","","25","18","right","17","21","53","17"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","75","33","100","36","27","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","43","199","35","","25","18","right","18","21","53","17.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","75","33","100","36","19","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","44","200","35","","25","19","right","18","21","53","17.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","75","33","100","36","19","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","44","200","36","","25","19","right","19","21","53","18"
