"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.presentation_left.percentcorrect","trial.presentation_right.percentcorrect","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","picture.Left.currentvalue","picture.Right.currentvalue","block_number","task_phase","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","numberoftimesleft","numberoftimesright","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","789","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","1","7","0","","1","0","left","4","25","1","0"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","789","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","1","7","1","","1","0","left","5","25","1","0.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","321","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","2","8","1","","2","0","left","5","25","1","0.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","321","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","2","8","2","","2","0","left","6","25","1","1"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","268","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","3","9","2","","3","0","left","6","25","1","1"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","268","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","3","9","3","","3","0","left","7","25","1","1.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","159","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","4","10","3","","4","0","left","7","25","1","1.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","159","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","4","10","3","","4","0","left","8","25","1","1.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","171","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","5","11","3","","5","0","left","8","25","1","1.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","171","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","5","11","4","","5","0","left","9","25","1","2"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","179","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","12","4","","6","0","left","9","25","1","2"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","179","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","12","5","","6","0","left","10","25","1","2.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","171","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","13","5","","7","0","left","10","25","1","2.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","171","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","13","6","","7","0","left","11","25","1","3"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","239","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","8","14","6","","8","0","left","11","25","1","3"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","239","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","8","14","7","","8","0","left","12","25","1","3.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","135","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","9","15","7","","9","0","left","12","25","1","3.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","135","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","9","15","7","","9","0","left","13","25","1","3.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","121","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","16","7","","10","0","left","13","25","1","3.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","121","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","16","8","","10","0","left","14","25","1","4"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","146","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","17","8","","11","0","left","14","25","1","4"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","146","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","17","9","","11","0","left","15","25","1","4.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","158","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","18","9","","12","0","left","15","25","1","4.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","158","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","18","10","","12","0","left","16","25","1","5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","184","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","13","19","10","","13","0","left","16","25","1","5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","184","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","13","19","11","","13","0","left","17","25","1","5.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","127","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","20","11","","14","0","left","17","25","1","5.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","127","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","20","12","","14","0","left","18","25","1","6"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","148","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","15","21","12","","15","0","left","18","25","1","6"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","148","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","15","21","13","","15","0","left","19","25","1","6.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","132","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","16","22","13","","16","0","left","19","25","1","6.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","132","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","16","22","14","","16","0","left","20","25","1","7"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","162","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","17","23","14","","17","0","left","20","25","1","7"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","162","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","17","23","15","","17","0","left","21","25","1","7.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","183","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","18","24","15","","18","0","left","21","25","1","7.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","183","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","18","24","16","","18","0","left","22","25","1","8"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","84","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","19","25","16","","19","0","left","22","25","1","8"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","84","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","19","25","17","","19","0","left","23","25","1","8.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","147","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","20","26","17","","20","0","left","23","25","1","8.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","147","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","20","26","18","","20","0","left","24","25","1","9"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","157","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","21","27","18","","21","0","left","24","25","1","9"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","157","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","21","27","19","","21","0","left","25","25","1","9.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","127","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","22","28","19","","22","0","left","25","25","1","9.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","127","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","22","28","20","","22","0","left","26","25","1","10"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","121","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","23","29","20","","23","0","left","26","25","1","10"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","121","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","23","29","20","","23","0","left","27","25","1","10"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","142","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","24","30","20","","24","0","left","27","25","1","10"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","142","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","24","30","21","","24","0","left","28","25","1","10.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","brush.bmp","100","100","33","130","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","25","31","21","","25","0","left","28","25","1","10.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","100","33","130","36","312","11","39","1","Acquisiton","11","39","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","25","31","22","","25","0","left","29","25","1","11"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","0","33","130","33","107","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","26","32","22","","26","0","right","29","25","1","11"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","0","33","130","33","107","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","26","32","22","","26","0","right","0","25","1","11"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","0","33","130","33","114","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","27","33","22","","27","0","right","0","25","1","11"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","0","33","130","33","114","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","27","33","22","","27","0","right","0","25","1","11"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","33","33","130","36","107","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","28","34","22","","27","1","right","0","25","1","11"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","33","33","130","36","107","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","28","34","22","","27","1","right","1","25","1","11"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","50","33","130","36","102","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","29","35","22","","27","2","right","1","25","1","11"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","50","33","130","36","102","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","29","35","23","","27","2","right","2","25","1","11.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","60","33","130","36","109","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","30","36","23","","27","3","right","2","25","1","11.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","60","33","130","36","109","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","30","36","24","","27","3","right","3","25","1","12"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","66","33","130","36","101","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","31","37","24","","27","4","right","3","25","1","12"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","66","33","130","36","101","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","31","37","25","","27","4","right","4","25","1","12.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","71","33","130","36","77","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","32","38","25","","27","5","right","4","25","1","12.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","71","33","130","36","77","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","32","38","25","","27","5","right","5","25","1","12.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","75","33","130","36","88","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","33","39","25","","27","6","right","5","25","1","12.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","75","33","130","36","88","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","33","39","26","","27","6","right","6","25","1","13"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","77","33","130","36","65","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","34","40","26","","27","7","right","6","25","1","13"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","77","33","130","36","65","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","34","40","27","","27","7","right","7","25","1","13.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","80","33","130","36","49","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","35","41","27","","27","8","right","7","25","1","13.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","80","33","130","36","49","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","35","41","28","","27","8","right","8","25","1","14"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","81","33","130","36","65","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","36","42","28","","27","9","right","8","25","1","14"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","81","33","130","36","65","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","36","42","29","","27","9","right","9","25","1","14.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","83","33","130","36","78","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","37","43","29","","27","10","right","9","25","1","14.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","83","33","130","36","78","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","37","43","30","","27","10","right","10","25","1","15"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","84","33","130","36","62","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","38","44","30","","27","11","right","10","25","1","15"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","84","33","130","36","62","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","38","44","30","","27","11","right","11","25","1","15"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","85","33","130","36","0","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","39","45","30","","27","12","right","11","25","1","15"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","85","33","130","36","0","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","39","45","31","","27","12","right","12","25","1","15.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","86","33","130","36","50","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","40","46","31","","27","13","right","12","25","1","15.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","86","33","130","36","50","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","40","46","32","","27","13","right","13","25","1","16"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","87","33","130","36","77","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","41","47","32","","27","14","right","13","25","1","16"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","87","33","130","36","77","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","41","47","33","","27","14","right","14","25","1","16.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","88","33","130","36","122","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","42","48","33","","27","15","right","14","25","1","16.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","88","33","130","36","122","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","42","48","34","","27","15","right","15","25","1","17"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","88","33","130","36","51","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","43","49","34","","27","16","right","15","25","1","17"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","88","33","130","36","51","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","43","49","35","","27","16","right","16","25","1","17.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","89","33","130","36","119","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","44","50","35","","27","17","right","16","25","1","17.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","89","33","130","36","119","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","44","50","36","","27","17","right","17","25","1","18"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","90","33","130","36","56","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","45","51","36","","27","18","right","17","25","1","18"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","90","33","130","36","56","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","45","51","37","","27","18","right","18","25","1","18.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","90","33","130","36","108","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","46","52","37","","27","19","right","18","25","1","18.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","90","33","130","36","108","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","46","52","38","","27","19","right","19","25","1","19"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","90","33","130","36","86","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","47","53","38","","27","20","right","19","25","1","19"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","90","33","130","36","86","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","47","53","38","","27","20","right","20","25","1","19"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","91","33","130","36","66","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","48","54","38","","27","21","right","20","25","1","19"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","91","33","130","36","66","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","48","54","39","","27","21","right","21","25","1","19.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","91","33","130","36","90","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","49","55","39","","27","22","right","21","25","1","19.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","91","33","130","36","90","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","49","55","40","","27","22","right","22","25","1","20"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_right","Experiment_block_leftstart","brush.bmp","100","92","33","130","36","49","11","39","1","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","56","40","","27","23","right","22","25","1","20"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","fixation","Experiment_block_leftstart","+","100","92","33","130","36","49","11","39","2","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","56","41","","27","23","right","23","25","1","20.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","reset_trial","Experiment_block_leftstart","Press SPACE to continue","100","92","33","130","36","49","11","39","2","Reversal","11","39","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","56","41","","0","0","right","23","19","1","20.5"
"6.4.1","Reversal_Task","455","2021-08-30","17:28:43","presentation_left","Experiment_block_leftstart","telescope.bmp","100","92","33","734","36","49","21","13","2","Acquisiton","21","13","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","1","57","0","","1","0","left","23","19","21.5","0"
