"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.choice.percentcorrect","trial.choice.latency","trial.choice.response","picture.correctStim.currentvalue","picture.incorrectStim.currentvalue","block_number","task_phase","index_correctChoice","index_incorrectChoice","correctChoicePosition","rightleftcorrect","correctKey","incorrectKey","percentTrialsCorrectFeedback_correctStim","percentTrialsCorrectFeedback_incorrectStim","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","430","33","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","1","1","0","6","0","23","3","0"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","430","33","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","1","1","1","6","0","23","3","0.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","336","36","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","2","2","1","6","0","23","3","0.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","336","36","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","2","2","2","6","0","23","3","1"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","146","33","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","3","3","2","6","0","23","3","1"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","146","33","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","3","3","3","6","0","23","3","1.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","499","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","4","4","3","6","0","23","3","1.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","499","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","4","4","4","7","1","23","3.5","2"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","1415","33","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","5","5","4","7","1","23","3.5","2"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","1415","33","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","5","5","4","7","0","23","3.5","2"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","253","36","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","6","4","7","0","23","3.5","2"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","253","36","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","6","5","8","1","23","4","2.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","328","36","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","7","7","5","8","1","23","4","2.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","328","36","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","7","7","5","9","2","23","4.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","345","33","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","8","8","5","9","2","23","4.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","345","33","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","8","8","5","9","0","23","4.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","719","36","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","9","9","5","9","0","23","4.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","719","36","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","9","9","5","9","0","23","4.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","133","33","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","10","10","5","9","0","23","4.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","133","33","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","10","10","5","9","0","23","4.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","157","36","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","11","11","5","9","0","23","4.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","157","36","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","11","11","5","9","0","23","4.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","0","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","12","12","5","9","0","23","4.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","0","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","12","12","6","10","1","23","5","3"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","103","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","13","6","10","1","23","5","3"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","103","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","13","7","11","2","23","5.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","143","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","14","14","7","11","2","23","5.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","143","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","14","14","8","12","3","23","6","4"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","33","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","15","15","8","12","3","23","6","4"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","33","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","15","15","8","13","4","23","6.5","4"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","100","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","16","16","8","13","4","23","6.5","4"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","100","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","16","16","8","14","5","23","7","4"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","307","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","17","17","8","14","5","23","7","4"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","307","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","17","17","9","15","6","23","7.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","24","36","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","18","18","9","15","6","23","7.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","24","36","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","18","18","9","16","7","23","8","4.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","2","36","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","19","19","9","16","7","23","8","4.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","2","36","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","19","19","10","17","8","23","8.5","5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","11","36","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","20","20","10","17","8","23","8.5","5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","11","36","2","31","1","Acquisiton","2","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","20","20","11","18","9","23","9","5.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","1","36","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","21","21","11","18","9","23","9","5.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","1","36","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","21","21","11","18","0","23","9","5.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","646","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","22","22","11","18","0","23","9","5.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","646","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","22","22","12","19","1","23","9.5","6"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pen.bmp","100","30","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","23","23","12","19","1","23","9.5","6"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","30","33","2","31","1","Acquisiton","2","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","23","23","13","20","2","23","10","6.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","17","33","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","24","24","13","20","2","23","10","6.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","17","33","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","24","24","14","21","3","23","10.5","7"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","26","33","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","25","25","14","21","3","23","10.5","7"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","26","33","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","25","25","14","22","4","23","11","7"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","235","33","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","26","26","14","22","4","23","11","7"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","235","33","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","26","26","14","22","0","23","11","7"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","92","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","27","27","14","22","0","23","11","7"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","92","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","27","27","15","23","1","23","11.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","221","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","28","28","15","23","1","23","11.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","221","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","28","28","16","24","2","23","12","8"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","364","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","29","29","16","24","2","23","12","8"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","364","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","29","29","16","25","3","23","12.5","8"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","266","33","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","30","30","16","25","3","23","12.5","8"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","266","33","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","30","30","17","26","4","23","13","8.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","1102","33","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","31","31","17","26","4","23","13","8.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","1102","33","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","31","31","17","26","0","23","13","8.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","234","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","32","32","17","26","0","23","13","8.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","234","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","32","32","17","27","1","23","13.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","28","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","33","33","17","27","1","23","13.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","28","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","33","33","18","28","2","23","14","9"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","110","33","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","34","18","28","2","23","14","9"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","110","33","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","34","19","29","3","23","14.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","151","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","35","19","29","3","23","14.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","151","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","35","20","30","4","23","15","10"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","115","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","36","36","20","30","4","23","15","10"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","115","36","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","36","36","20","31","5","23","15.5","10"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","89","33","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","37","37","20","31","5","23","15.5","10"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","89","33","31","2","1","Reversal","31","2","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","37","37","20","31","0","23","15.5","10"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","136","33","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","38","38","20","31","0","23","15.5","10"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","136","33","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","38","38","20","32","1","23","16","10"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","69","36","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","39","39","20","32","1","23","16","10"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","69","36","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","39","39","20","32","0","23","16","10"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","keys.bmp","100","31","33","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","40","20","32","0","23","16","10"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","31","33","31","2","1","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","40","21","33","1","23","16.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","reset_trial","Experiment_block_start","Press SPACE to continue","100","31","33","31","2","2","Reversal","31","2","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","0","40","21","33","0","24","16.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","544","33","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","1","41","21","33","0","24","16.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","544","33","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","1","41","21","33","0","24","16.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","114","36","35","18","2","Acquisiton","35","18","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","2","42","21","33","0","24","16.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","114","36","35","18","2","Acquisiton","35","18","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","2","42","21","33","0","24","16.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","373","36","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","3","43","21","33","0","24","16.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","373","36","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","3","43","21","34","1","24","17","10.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","300","33","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","4","44","21","34","1","24","17","10.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","300","33","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","4","44","21","34","0","24","17","10.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","231","36","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","45","21","34","0","24","17","10.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","231","36","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","45","22","35","1","24","17.5","11"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","453","33","35","18","2","Acquisiton","35","18","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","46","22","35","1","24","17.5","11"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","453","33","35","18","2","Acquisiton","35","18","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","46","23","36","2","24","18","11.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","381","36","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","7","47","23","36","2","24","18","11.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","381","36","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","7","47","24","37","3","24","18.5","12"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","354","36","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","8","48","24","37","3","24","18.5","12"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","354","36","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","8","48","25","38","4","24","19","12.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","362","33","35","18","2","Acquisiton","35","18","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","9","49","25","38","4","24","19","12.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","362","33","35","18","2","Acquisiton","35","18","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","9","49","25","39","5","24","19.5","12.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","285","36","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","10","50","25","39","5","24","19.5","12.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","285","36","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","10","50","25","40","6","24","20","12.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","240","36","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","11","51","25","40","6","24","20","12.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","240","36","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","11","51","26","41","7","24","20.5","13"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","291","36","35","18","2","Acquisiton","35","18","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","12","52","26","41","7","24","20.5","13"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","100","291","36","35","18","2","Acquisiton","35","18","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","12","52","27","41","0","24","20.5","13.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","snail.bmp","100","305","33","35","18","2","Acquisiton","35","18","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","13","53","27","41","0","24","20.5","13.5"
