"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.choice.percentcorrect","trial.choice.latency","trial.choice.response","picture.correctStim.currentvalue","picture.incorrectStim.currentvalue","block_number","task_phase","index_correctChoice","index_incorrectChoice","correctChoicePosition","rightleftcorrect","correctKey","incorrectKey","percentTrialsCorrectFeedback_correctStim","percentTrialsCorrectFeedback_incorrectStim","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pear.bmp","78","9","36","16","27","5","Acquisiton","16","27","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","23","183","87","114","3","25","57","43.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","78","9","36","16","27","5","Acquisiton","16","27","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","23","183","87","115","4","25","57.5","43.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pear.bmp","79","348","33","16","27","5","Acquisiton","16","27","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","24","184","87","115","4","25","57.5","43.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","79","348","33","16","27","5","Acquisiton","16","27","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","24","184","87","115","0","25","57.5","43.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","pear.bmp","80","153","33","16","27","5","Acquisiton","16","27","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","25","185","87","115","0","25","57.5","43.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","80","153","33","16","27","5","Acquisiton","16","27","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","25","185","87","116","1","25","58","43.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","80","160","33","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","26","186","87","116","1","25","58","43.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","80","160","33","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","26","186","87","116","0","25","58","43.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","81","203","33","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","27","187","87","116","0","25","58","43.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","81","203","33","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","27","187","87","116","0","25","58","43.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","82","27","36","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","28","188","87","116","0","25","58","43.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","82","27","36","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","28","188","88","117","1","25","58.5","44"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","79","2000","0","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","NRNF","0","0","1","29","189","88","117","1","25","58.5","44"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","79","2000","0","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","NRNF","0","0","1","29","189","88","117","0","25","58.5","44"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","76","2000","0","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","NRNF","0","0","1","30","190","88","117","0","25","58.5","44"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","76","2000","0","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","NRNF","0","0","1","30","190","88","117","0","25","58.5","44"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","74","2000","0","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","NRNF","0","0","1","31","191","88","117","0","25","58.5","44"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","74","2000","0","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","NRNF","0","0","1","31","191","88","117","0","25","58.5","44"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","75","503","36","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","32","192","88","117","0","25","58.5","44"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","75","503","36","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","32","192","89","117","0","25","58.5","44.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","75","88","36","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","33","193","89","117","0","25","58.5","44.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","75","88","36","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","33","193","89","117","0","25","58.5","44.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","76","879","36","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","194","89","117","0","25","58.5","44.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","76","879","36","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","194","90","118","1","25","59","45"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","77","146","33","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","35","195","90","118","1","25","59","45"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","77","146","33","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","35","195","90","118","0","25","59","45"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","77","28","36","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","36","196","90","118","0","25","59","45"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","77","28","36","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","36","196","91","119","1","25","59.5","45.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","78","220","36","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","37","197","91","119","1","25","59.5","45.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","78","220","36","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","37","197","91","119","0","25","59.5","45.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","76","2000","0","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","NRNF","0","0","1","38","198","91","119","0","25","59.5","45.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","76","2000","0","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","NRNF","0","0","1","38","198","91","119","0","25","59.5","45.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","74","2000","0","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","NRNF","0","0","1","39","199","91","119","0","25","59.5","45.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","74","2000","0","27","16","5","Reversal","27","16","1","left","33","36","0.6999999999999999556","0.2999999999999999889","NRNF","0","0","1","39","199","91","119","0","25","59.5","45.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","choice","Experiment_block_start","lighthouse.bmp","75","1240","36","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","40","200","91","119","0","25","59.5","45.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","fixation","Experiment_block_start","+","75","1240","36","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","40","200","91","120","1","25","60","45.5"
"6.4.2","Reversal_Task","1","2021-09-27","19:49:17","reset_trial","Experiment_block_start","Press SPACE to continue","75","1240","36","27","16","5","Reversal","27","16","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","0","200","91","120","0","19","60","45.5"
