"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.choice.percentcorrect","trial.choice.latency","trial.choice.response","rt","picture.correctStim.currentvalue","picture.incorrectStim.currentvalue","block_number","task_phase","index_correctChoice","index_incorrectChoice","correctChoicePosition","correctKey","incorrectKey","percentTrialsCorrectFeedback_correctStim","percentTrialsCorrectFeedback_incorrectStim","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","441","33","441","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","3","163","1","83","left","0","17","41.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","441","33","441","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","3","163","1","83","left","1","17","41.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","213","36","213","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","4","164","1","83","left","1","17","41.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","213","36","213","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","4","164","2","83","left","2","17","41.5","1"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","196","33","196","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","165","2","83","left","2","17","41.5","1"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","196","33","196","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","165","3","83","left","3","17","41.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","388","33","388","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","6","166","3","83","left","3","17","41.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","388","33","388","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","6","166","3","83","left","4","17","41.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","390","36","390","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","7","167","3","83","left","4","17","41.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","390","36","390","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","7","167","3","83","left","5","17","41.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","208","33","208","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","8","168","3","83","left","5","17","41.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","208","33","208","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","8","168","4","83","left","0","17","41.5","2"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","549","36","549","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","9","169","4","83","left","0","17","41.5","2"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","549","36","549","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","9","169","4","83","left","0","17","41.5","2"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","331","33","331","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","10","170","4","83","left","0","17","41.5","2"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","331","33","331","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","10","170","5","83","left","0","17","41.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","222","36","222","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","11","171","5","83","left","0","17","41.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","222","36","222","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","11","171","5","83","left","1","17","41.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","134","33","134","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","12","172","5","83","left","1","17","41.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","134","33","134","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","12","172","5","83","left","0","17","41.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","265","36","265","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","173","5","83","left","0","17","41.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","265","36","265","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","173","6","83","left","1","17","41.5","3"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","209","33","209","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","14","174","6","83","left","1","17","41.5","3"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","209","33","209","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","14","174","7","83","left","2","17","41.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","403","36","403","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","15","175","7","83","left","2","17","41.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","403","36","403","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","15","175","7","83","left","3","17","41.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","295","33","295","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","16","176","7","83","left","3","17","41.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","295","33","295","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","16","176","8","83","left","4","17","41.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","299","33","299","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","17","177","8","83","left","4","17","41.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","299","33","299","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","17","177","8","83","left","0","17","41.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","391","33","391","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","18","178","8","83","left","0","17","41.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","391","33","391","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","18","178","8","83","left","0","17","41.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","354","33","354","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","19","179","8","83","left","0","17","41.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","354","33","354","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","19","179","8","83","left","0","17","41.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","293","36","293","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","20","180","8","83","left","0","17","41.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","293","36","293","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","20","180","8","83","left","1","17","41.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","439","36","439","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","21","181","8","83","left","1","17","41.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","439","36","439","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","21","181","9","83","left","2","17","41.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","358","36","358","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","22","182","9","83","left","2","17","41.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","358","36","358","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","22","182","9","83","left","3","17","41.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","393","33","393","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","23","183","9","83","left","3","17","41.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","393","33","393","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","23","183","10","83","left","4","17","41.5","5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","398","33","398","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","24","184","10","83","left","4","17","41.5","5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","398","33","398","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","24","184","11","83","left","5","17","41.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","222","33","222","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","185","11","83","left","5","17","41.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","222","33","222","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","185","11","83","left","0","17","41.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","394","33","394","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","26","186","11","83","left","0","17","41.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","394","33","394","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","26","186","12","83","left","1","17","41.5","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","497","36","497","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","27","187","12","83","left","1","17","41.5","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","497","36","497","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","27","187","13","83","left","2","17","41.5","6.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","350","33","350","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","28","188","13","83","left","2","17","41.5","6.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","350","33","350","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","28","188","14","83","left","3","17","41.5","7"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","362","36","362","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","189","14","83","left","3","17","41.5","7"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","362","36","362","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","189","15","83","left","4","17","41.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","508","36","508","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","30","190","15","83","left","4","17","41.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","508","36","508","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","30","190","15","83","left","5","17","41.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","565","36","565","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","191","15","83","left","5","17","41.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","565","36","565","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","191","16","83","left","6","17","41.5","8"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","466","36","466","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","32","192","16","83","left","6","17","41.5","8"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","466","36","466","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","32","192","16","83","left","7","17","41.5","8"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","460","36","460","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","33","193","16","83","left","7","17","41.5","8"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","460","36","460","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","33","193","17","83","left","8","17","41.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","390","33","390","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","194","17","83","left","8","17","41.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","390","33","390","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","194","18","83","left","9","17","41.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","412","33","412","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","195","18","83","left","9","17","41.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","412","33","412","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","195","19","83","left","10","17","41.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","352","36","352","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","36","196","19","83","left","10","17","41.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","352","36","352","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","36","196","20","83","left","11","17","41.5","10"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","331","33","331","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","37","197","20","83","left","11","17","41.5","10"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","331","33","331","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","37","197","21","83","left","12","17","41.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","314","36","314","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","38","198","21","83","left","12","17","41.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","314","36","314","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","38","198","21","83","left","13","17","41.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","501","36","501","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","199","21","83","left","13","17","41.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","501","36","501","14","19","5","Reversal","14","19","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","199","22","83","left","14","17","41.5","11"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","house.bmp","100","294","33","294","14","19","5","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","200","22","83","left","14","17","41.5","11"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","294","33","294","14","19","4","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","200","23","83","left","15","17","41.5","11.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","reset_trial","Experiment_block_start","Press SPACE to continue","100","294","33","294","14","19","4","Reversal","14","19","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","200","0","106","left","15","21","53","0"
