"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.choice.percentcorrect","trial.choice.latency","trial.choice.response","rt","picture.correctStim.currentvalue","picture.incorrectStim.currentvalue","block_number","task_phase","index_correctChoice","index_incorrectChoice","correctChoicePosition","correctKey","incorrectKey","percentTrialsCorrectFeedback_correctStim","percentTrialsCorrectFeedback_incorrectStim","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","sun.bmp","100","141","33","141","40","17","3","Reversal","40","17","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","32","112","11","48","left","0","22","24","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","141","33","141","40","17","3","Reversal","40","17","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","32","112","12","48","left","1","22","24","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","sun.bmp","100","411","36","411","40","17","3","Reversal","40","17","1","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","33","113","12","48","left","1","22","24","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","411","36","411","40","17","3","Reversal","40","17","1","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","33","113","13","48","left","0","22","24","6.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","sun.bmp","100","204","33","204","40","17","3","Reversal","40","17","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","34","114","13","48","left","0","22","24","6.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","204","33","204","40","17","3","Reversal","40","17","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","34","114","13","48","left","1","22","24","6.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","sun.bmp","100","416","33","416","40","17","3","Reversal","40","17","2","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","35","115","13","48","left","1","22","24","6.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","416","33","416","40","17","3","Reversal","40","17","2","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","35","115","14","48","left","0","22","24","7"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","sun.bmp","100","280","36","280","40","17","3","Reversal","40","17","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","36","116","14","48","left","0","22","24","7"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","280","36","280","40","17","3","Reversal","40","17","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","36","116","14","48","left","0","22","24","7"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","sun.bmp","100","282","33","282","40","17","3","Reversal","40","17","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","37","117","14","48","left","0","22","24","7"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","282","33","282","40","17","3","Reversal","40","17","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","37","117","14","48","left","0","22","24","7"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","sun.bmp","100","174","36","174","40","17","3","Reversal","40","17","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","38","118","14","48","left","0","22","24","7"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","174","36","174","40","17","3","Reversal","40","17","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","38","118","15","48","left","1","22","24","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","sun.bmp","100","624","36","624","40","17","3","Reversal","40","17","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","119","15","48","left","1","22","24","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","624","36","624","40","17","3","Reversal","40","17","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","119","16","48","left","2","22","24","8"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","sun.bmp","100","227","33","227","40","17","3","Reversal","40","17","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","120","16","48","left","2","22","24","8"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","227","33","227","40","17","4","Reversal","40","17","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","120","17","48","left","3","22","24","8.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","reset_trial","Experiment_block_start","Press SPACE to continue","100","227","33","227","40","17","4","Reversal","40","17","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","120","0","65","left","3","20","32.5","0"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","533","36","533","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","1","121","0","65","left","0","20","32.5","0"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","533","36","533","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","1","121","0","65","left","1","20","32.5","0"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","164","33","164","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","2","122","0","65","left","1","20","32.5","0"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","164","33","164","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","2","122","1","65","left","2","20","32.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","279","33","279","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","3","123","1","65","left","2","20","32.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","279","33","279","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","3","123","2","65","left","3","20","32.5","1"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","135","33","135","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","4","124","2","65","left","3","20","32.5","1"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","135","33","135","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","4","124","3","65","left","0","20","32.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","179","33","179","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","125","3","65","left","0","20","32.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","179","33","179","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","125","4","65","left","1","20","32.5","2"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","401","36","401","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","126","4","65","left","1","20","32.5","2"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","401","36","401","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","126","5","65","left","2","20","32.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","298","33","298","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","7","127","5","65","left","2","20","32.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","298","33","298","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","7","127","6","65","left","3","20","32.5","3"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","427","33","427","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","8","128","6","65","left","3","20","32.5","3"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","427","33","427","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","8","128","7","65","left","4","20","32.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","386","33","386","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","9","129","7","65","left","4","20","32.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","386","33","386","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","9","129","8","65","left","5","20","32.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","321","33","321","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","10","130","8","65","left","5","20","32.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","321","33","321","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","10","130","8","65","left","6","20","32.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","365","36","365","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","11","131","8","65","left","6","20","32.5","4"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","365","36","365","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","11","131","9","65","left","7","20","32.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","272","33","272","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","12","132","9","65","left","7","20","32.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","272","33","272","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","12","132","9","65","left","8","20","32.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","455","33","455","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","133","9","65","left","8","20","32.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","455","33","455","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","133","10","65","left","9","20","32.5","5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","500","33","500","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","14","134","10","65","left","9","20","32.5","5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","500","33","500","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","14","134","10","65","left","10","20","32.5","5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","182","36","182","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","15","135","10","65","left","10","20","32.5","5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","182","36","182","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","15","135","11","65","left","11","20","32.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","165","33","165","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","16","136","11","65","left","11","20","32.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","165","33","165","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","16","136","11","65","left","12","20","32.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","218","36","218","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","17","137","11","65","left","12","20","32.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","218","36","218","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","17","137","11","65","left","0","20","32.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","75","33","75","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","18","138","11","65","left","0","20","32.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","75","33","75","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","18","138","11","65","left","0","20","32.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","132","36","132","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","19","139","11","65","left","0","20","32.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","132","36","132","7","39","4","Acquisiton","7","39","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","19","139","12","65","left","1","20","32.5","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","watermelon.bmp","100","59","33","59","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","20","140","12","65","left","1","20","32.5","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","59","33","59","7","39","4","Acquisiton","7","39","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","20","140","12","65","left","2","20","32.5","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","177","36","177","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","21","141","12","65","left","2","20","32.5","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","177","36","177","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","21","141","12","65","left","0","20","32.5","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","18","33","18","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","22","142","12","65","left","0","20","32.5","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","18","33","18","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","22","142","12","65","left","1","20","32.5","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","310","36","310","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","23","143","12","65","left","1","20","32.5","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","310","36","310","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","23","143","12","65","left","0","20","32.5","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","71","33","71","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","24","144","12","65","left","0","20","32.5","6"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","71","33","71","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","24","144","13","65","left","1","20","32.5","6.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","95","36","95","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","145","13","65","left","1","20","32.5","6.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","95","36","95","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","145","13","65","left","0","20","32.5","6.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","101","33","101","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","26","146","13","65","left","0","20","32.5","6.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","101","33","101","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","26","146","14","65","left","1","20","32.5","7"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","100","36","100","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","27","147","14","65","left","1","20","32.5","7"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","100","36","100","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","27","147","15","65","left","2","20","32.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","224","33","224","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","28","148","15","65","left","2","20","32.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","224","33","224","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","28","148","15","65","left","0","20","32.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","128","36","128","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","29","149","15","65","left","0","20","32.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","128","36","128","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","29","149","15","65","left","0","20","32.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","149","33","149","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","30","150","15","65","left","0","20","32.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","149","33","149","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","30","150","15","65","left","1","20","32.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","556","36","556","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","151","15","65","left","1","20","32.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","556","36","556","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","151","16","65","left","2","20","32.5","8"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","65","33","65","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","32","152","16","65","left","2","20","32.5","8"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","65","33","65","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","32","152","17","65","left","0","20","32.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","137","33","137","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","33","153","17","65","left","0","20","32.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","137","33","137","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","33","153","17","65","left","1","20","32.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","389","33","389","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","154","17","65","left","1","20","32.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","389","33","389","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","154","18","65","left","2","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","99","33","99","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","35","155","18","65","left","2","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","99","33","99","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","35","155","18","65","left","0","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","118","33","118","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","36","156","18","65","left","0","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","118","33","118","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","36","156","18","65","left","0","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","25","33","25","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","37","157","18","65","left","0","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","25","33","25","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","37","157","18","65","left","0","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","496","33","496","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","38","158","18","65","left","0","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","496","33","496","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","38","158","18","65","left","0","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","180","36","180","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","39","159","18","65","left","0","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","180","36","180","39","7","4","Reversal","39","7","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","39","159","18","65","left","1","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","umbrella.bmp","100","278","36","278","39","7","4","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","40","160","18","65","left","1","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","278","36","278","39","7","5","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","40","160","18","65","left","0","20","32.5","9"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","reset_trial","Experiment_block_start","Press SPACE to continue","100","278","36","278","39","7","5","Reversal","39","7","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","40","160","0","83","left","0","17","41.5","0"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","448","33","448","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","1","161","0","83","left","0","17","41.5","0"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","448","33","448","19","14","5","Acquisiton","19","14","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","1","161","1","83","left","1","17","41.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","choice","Experiment_block_start","anchor.bmp","100","308","33","308","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","2","162","1","83","left","1","17","41.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-24","16:58:24","fixation","Experiment_block_start","+","100","308","33","308","19","14","5","Acquisiton","19","14","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","2","162","1","83","left","0","17","41.5","0.5"
