"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.choice.percentcorrect","trial.choice.latency","trial.choice.response","picture.correctStim.currentvalue","picture.incorrectStim.currentvalue","block_number","task_phase","index_correctChoice","index_incorrectChoice","correctChoicePosition","rightleftcorrect","correctKey","incorrectKey","percentTrialsCorrectFeedback_correctStim","percentTrialsCorrectFeedback_incorrectStim","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","numbercorrectfeedback_block","totalcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","448","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","29","149","87","17","111","0","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","448","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","29","149","87","17","112","1","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","389","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","30","150","87","17","112","1","24","43.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","389","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","30","150","88","18","113","2","24","44","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","356","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","151","88","18","113","2","24","44","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","356","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","151","89","19","114","3","24","44.5","9.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","327","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","32","152","89","19","114","3","24","44.5","9.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","327","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","32","152","90","20","115","4","24","45","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","533","33","4","37","4","Reversal","4","37","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","33","153","90","20","115","4","24","45","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","533","33","4","37","4","Reversal","4","37","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","33","153","90","20","116","5","24","45","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","406","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","34","154","90","20","116","5","24","45","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","406","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","34","154","90","20","117","6","24","45","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","400","33","4","37","4","Reversal","4","37","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","155","90","20","117","6","24","45","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","400","33","4","37","4","Reversal","4","37","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","155","91","21","118","7","24","45.5","10.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","362","36","4","37","4","Reversal","4","37","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","36","156","91","21","118","7","24","45.5","10.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","362","36","4","37","4","Reversal","4","37","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","36","156","91","21","118","0","24","45.5","10.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","314","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","37","157","91","21","118","0","24","45.5","10.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","314","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","37","157","92","22","119","1","24","46","11"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","480","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","38","158","92","22","119","1","24","46","11"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","480","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","38","158","93","23","120","2","24","46.5","11.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","432","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","159","93","23","120","2","24","46.5","11.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","432","36","4","37","4","Reversal","4","37","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","159","94","24","121","3","24","47","12"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","carriage.bmp","100","707","33","4","37","4","Reversal","4","37","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","40","160","94","24","121","3","24","47","12"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","707","33","4","37","4","Reversal","4","37","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","40","160","94","24","122","4","24","47","12"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","reset_trial","Experiment_block_start","Press SPACE to continue","100","707","33","4","37","5","Reversal","4","37","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","0","160","94","24","122","0","21","47","12"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","638","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","1","161","94","0","122","0","21","47","0"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","638","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","1","161","95","1","123","1","21","47.5","0.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","353","33","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","2","162","95","1","123","1","21","47.5","0.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","353","33","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","2","162","95","1","123","0","21","47.5","0.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","290","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","3","163","95","1","123","0","21","47.5","0.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","290","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","3","163","96","2","124","1","21","48","1"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","353","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","4","164","96","2","124","1","21","48","1"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","353","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","4","164","97","3","125","2","21","48.5","1.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","456","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","165","97","3","125","2","21","48.5","1.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","456","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","165","98","4","126","3","21","49","2"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","400","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","166","98","4","126","3","21","49","2"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","400","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","166","99","5","127","4","21","49.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","407","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","7","167","99","5","127","4","21","49.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","407","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","7","167","99","5","128","5","21","49.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","428","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","8","168","99","5","128","5","21","49.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","428","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","8","168","99","5","129","6","21","49.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","403","36","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","9","169","99","5","129","6","21","49.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","403","36","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","9","169","99","5","129","0","21","49.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","401","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","10","170","99","5","129","0","21","49.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","401","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","10","170","100","6","130","1","21","50","3"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","282","36","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","11","171","100","6","130","1","21","50","3"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","282","36","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","11","171","101","7","130","0","21","50.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","452","33","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","12","172","101","7","130","0","21","50.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","452","33","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","12","172","101","7","130","0","21","50.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","410","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","173","101","7","130","0","21","50.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","410","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","173","102","8","131","1","21","51","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","462","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","14","174","102","8","131","1","21","51","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","462","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","14","174","102","8","132","2","21","51","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","297","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","15","175","102","8","132","2","21","51","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","297","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","15","175","103","9","133","3","21","51.5","4.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","436","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","16","176","103","9","133","3","21","51.5","4.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","436","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","16","176","104","10","134","4","21","52","5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","381","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","17","177","104","10","134","4","21","52","5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","381","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","17","177","105","11","135","5","21","52.5","5.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","435","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","18","178","105","11","135","5","21","52.5","5.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","435","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","18","178","106","12","136","6","21","53","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","445","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","19","179","106","12","136","6","21","53","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","445","33","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","19","179","106","12","137","7","21","53","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","444","36","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","20","180","106","12","137","7","21","53","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","444","36","6","40","5","Acquisiton","6","40","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","20","180","106","12","137","0","21","53","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","fan.bmp","100","445","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","21","181","106","12","137","0","21","53","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","445","36","6","40","5","Acquisiton","6","40","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","21","181","107","13","138","1","21","53.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","583","36","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","22","182","107","13","138","1","21","53.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","583","36","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","22","182","107","13","138","0","21","53.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","304","33","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","23","183","107","13","138","0","21","53.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","304","33","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","23","183","107","13","138","0","21","53.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","457","33","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","24","184","107","13","138","0","21","53.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","457","33","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","24","184","107","13","138","0","21","53.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","359","36","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","185","107","13","138","0","21","53.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","359","36","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","185","107","13","138","0","21","53.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","514","33","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","26","186","107","13","138","0","21","53.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","514","33","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","26","186","108","14","139","1","21","54","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","406","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","27","187","108","14","139","1","21","54","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","406","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","27","187","108","14","140","2","21","54","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","504","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","28","188","108","14","140","2","21","54","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","504","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","28","188","108","14","141","3","21","54","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","395","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","189","108","14","141","3","21","54","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","395","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","189","109","15","142","4","21","54.5","7.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","403","33","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","30","190","109","15","142","4","21","54.5","7.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","403","33","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","30","190","109","15","143","5","21","54.5","7.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","409","33","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","191","109","15","143","5","21","54.5","7.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","409","33","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","191","110","16","144","6","21","55","8"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","371","33","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","32","192","110","16","144","6","21","55","8"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","371","33","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","32","192","111","17","145","7","21","55.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","413","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","33","193","111","17","145","7","21","55.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","413","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","33","193","112","18","146","8","21","56","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","434","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","34","194","112","18","146","8","21","56","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","434","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","34","194","112","18","147","9","21","56","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","392","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","35","195","112","18","147","9","21","56","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","392","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","35","195","112","18","148","10","21","56","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","371","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","36","196","112","18","148","10","21","56","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","371","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","36","196","113","19","149","11","21","56.5","9.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","412","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","37","197","113","19","149","11","21","56.5","9.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","412","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","37","197","114","20","150","12","21","57","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","418","33","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","38","198","114","20","150","12","21","57","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","418","33","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","38","198","114","20","151","13","21","57","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","379","33","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","199","114","20","151","13","21","57","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","379","33","40","6","5","Reversal","40","6","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","199","115","21","152","14","21","57.5","10.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","sun.bmp","100","359","36","40","6","5","Reversal","40","6","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","40","200","115","21","152","14","21","57.5","10.5"
