"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.choice.percentcorrect","trial.choice.latency","trial.choice.response","picture.correctStim.currentvalue","picture.incorrectStim.currentvalue","block_number","task_phase","index_correctChoice","index_incorrectChoice","correctChoicePosition","rightleftcorrect","correctKey","incorrectKey","percentTrialsCorrectFeedback_correctStim","percentTrialsCorrectFeedback_incorrectStim","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","numbercorrectfeedback_block","totalcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","421","33","30","14","2","Acquisiton","30","14","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","45","26","4","35","1","14","13","2"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","clipboard.bmp","100","414","36","30","14","2","Acquisiton","30","14","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","46","26","4","35","1","14","13","2"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","414","36","30","14","2","Acquisiton","30","14","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","46","27","5","36","2","14","13.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","clipboard.bmp","100","285","36","30","14","2","Acquisiton","30","14","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","7","47","27","5","36","2","14","13.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","285","36","30","14","2","Acquisiton","30","14","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","7","47","27","5","37","3","14","13.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","clipboard.bmp","100","425","33","30","14","2","Acquisiton","30","14","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","8","48","27","5","37","3","14","13.5","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","425","33","30","14","2","Acquisiton","30","14","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","8","48","28","6","38","4","14","14","3"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","clipboard.bmp","100","314","33","30","14","2","Acquisiton","30","14","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","9","49","28","6","38","4","14","14","3"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","314","33","30","14","2","Acquisiton","30","14","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","9","49","29","7","39","5","14","14.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","clipboard.bmp","100","446","36","30","14","2","Acquisiton","30","14","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","10","50","29","7","39","5","14","14.5","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","446","36","30","14","2","Acquisiton","30","14","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","10","50","30","8","40","6","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","clipboard.bmp","100","403","33","30","14","2","Acquisiton","30","14","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","11","51","30","8","40","6","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","403","33","30","14","2","Acquisiton","30","14","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","11","51","30","8","41","7","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","clipboard.bmp","100","428","33","30","14","2","Acquisiton","30","14","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","12","52","30","8","41","7","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","428","33","30","14","2","Acquisiton","30","14","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","12","52","30","8","41","0","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","clipboard.bmp","100","446","33","30","14","2","Acquisiton","30","14","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","13","53","30","8","41","0","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","446","33","30","14","2","Acquisiton","30","14","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","13","53","30","8","42","1","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","clipboard.bmp","100","359","36","30","14","2","Acquisiton","30","14","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","14","54","30","8","42","1","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","359","36","30","14","2","Acquisiton","30","14","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","14","54","30","8","42","0","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","670","36","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","15","55","30","8","42","0","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","670","36","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","15","55","30","8","42","0","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","442","36","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","16","56","30","8","42","0","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","442","36","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","16","56","30","8","42","0","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","549","36","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","17","57","30","8","42","0","14","15","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","549","36","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","17","57","31","9","43","1","14","15.5","4.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","247","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","18","58","31","9","43","1","14","15.5","4.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","247","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","18","58","32","10","44","2","14","16","5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","354","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","19","59","32","10","44","2","14","16","5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","354","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","19","59","32","10","45","3","14","16","5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","233","36","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","20","60","32","10","45","3","14","16","5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","233","36","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","20","60","33","11","45","0","14","16.5","5.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","367","36","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","21","61","33","11","45","0","14","16.5","5.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","367","36","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","21","61","34","12","45","0","14","17","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","461","33","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","22","62","34","12","45","0","14","17","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","461","33","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","22","62","34","12","45","0","14","17","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","402","36","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","23","63","34","12","45","0","14","17","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","402","36","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","23","63","34","12","45","0","14","17","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","396","33","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","24","64","34","12","45","0","14","17","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","396","33","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","24","64","34","12","45","0","14","17","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","524","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","25","65","34","12","45","0","14","17","6"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","524","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","25","65","35","13","46","1","14","17.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","373","33","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","26","66","35","13","46","1","14","17.5","6.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","373","33","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","26","66","36","14","46","0","14","18","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","438","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","27","67","36","14","46","0","14","18","7"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","438","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","27","67","37","15","47","1","14","18.5","7.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","325","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","28","68","37","15","47","1","14","18.5","7.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","325","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","28","68","37","15","48","2","14","18.5","7.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","424","36","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","69","37","15","48","2","14","18.5","7.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","424","36","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","69","38","16","49","3","14","19","8"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","324","36","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","30","70","38","16","49","3","14","19","8"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","324","36","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","30","70","39","17","50","4","14","19.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","342","36","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","71","39","17","50","4","14","19.5","8.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","342","36","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","71","40","18","51","5","14","20","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","411","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","32","72","40","18","51","5","14","20","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","411","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","32","72","40","18","52","6","14","20","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","238","36","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","33","73","40","18","52","6","14","20","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","238","36","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","33","73","40","18","52","0","14","20","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","279","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","34","74","40","18","52","0","14","20","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","279","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","34","74","40","18","53","1","14","20","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","416","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","75","40","18","53","1","14","20","9"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","416","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","75","41","19","54","2","14","20.5","9.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","393","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","36","76","41","19","54","2","14","20.5","9.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","393","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","36","76","42","20","55","3","14","21","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","298","33","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","37","77","42","20","55","3","14","21","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","298","33","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","37","77","42","20","55","0","14","21","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","258","36","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","38","78","42","20","55","0","14","21","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","258","36","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","38","78","42","20","56","1","14","21","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","198","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","79","42","20","56","1","14","21","10"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","198","33","14","30","2","Reversal","14","30","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","79","43","21","57","2","14","21.5","10.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","house.bmp","100","541","33","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","40","80","43","21","57","2","14","21.5","10.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","541","33","14","30","2","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","40","80","43","21","57","0","14","21.5","10.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","reset_trial","Experiment_block_start","Press SPACE to continue","100","541","33","14","30","3","Reversal","14","30","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","0","80","43","21","57","0","26","21.5","10.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","428","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","1","81","43","0","57","0","26","21.5","0"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","428","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","1","81","43","0","58","1","26","21.5","0"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","238","33","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","2","82","43","0","58","1","26","21.5","0"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","238","33","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","2","82","43","0","58","0","26","21.5","0"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","158","36","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","3","83","43","0","58","0","26","21.5","0"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","158","36","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","3","83","44","1","58","0","26","22","0.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","253","33","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","4","84","44","1","58","0","26","22","0.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","253","33","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","4","84","44","1","58","0","26","22","0.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","479","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","85","44","1","58","0","26","22","0.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","479","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","85","45","2","59","1","26","22.5","1"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","359","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","86","45","2","59","1","26","22.5","1"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","359","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","86","46","3","60","2","26","23","1.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","401","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","7","87","46","3","60","2","26","23","1.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","401","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","7","87","47","4","61","3","26","23.5","2"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","498","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","8","88","47","4","61","3","26","23.5","2"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","498","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","8","88","48","5","62","4","26","24","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","331","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","9","89","48","5","62","4","26","24","2.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","331","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","9","89","49","6","63","5","26","24.5","3"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","331","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","10","90","49","6","63","5","26","24.5","3"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","331","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","10","90","50","7","64","6","26","25","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","406","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","11","91","50","7","64","6","26","25","3.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","406","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","11","91","51","8","65","7","26","25.5","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","449","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","12","92","51","8","65","7","26","25.5","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","449","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","12","92","51","8","66","8","26","25.5","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","398","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","93","51","8","66","8","26","25.5","4"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","398","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","93","52","9","67","9","26","26","4.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","452","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","14","94","52","9","67","9","26","26","4.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","452","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","14","94","53","10","68","10","26","26.5","5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","423","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","15","95","53","10","68","10","26","26.5","5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","423","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","15","95","53","10","69","11","26","26.5","5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","458","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","16","96","53","10","69","11","26","26.5","5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","fixation","Experiment_block_start","+","100","458","36","5","31","3","Acquisiton","5","31","2","right","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","16","96","54","11","70","12","26","27","5.5"
"6.4.2","Reversal_Task","378965","2021-09-28","16:19:32","choice","Experiment_block_start","truck.bmp","100","534","33","5","31","3","Acquisiton","5","31","1","left","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","17","97","54","11","70","12","26","27","5.5"
