"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.presentation_left.percentcorrect","trial.presentation_right.percentcorrect","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","rt","picture.Left.currentvalue","picture.Right.currentvalue","block_number","task_phase","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","numberoftimesleft","numberoftimesright","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","0","91","36","123","36","112","123","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","37","87","19","41","2","35","left","0","24","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","0","91","36","123","36","112","123","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","37","87","19","41","2","35","left","0","24","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","0","91","36","99","36","112","99","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","38","88","19","41","2","36","left","0","24","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","0","91","36","99","36","112","99","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","38","88","19","41","2","36","left","0","24","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","6","91","33","97","36","112","97","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","39","89","19","41","3","36","left","0","24","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","6","91","33","97","36","112","97","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","39","89","20","41","3","36","left","1","24","10","10"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","12","91","33","176","36","112","176","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","40","90","20","41","4","36","left","1","24","10","10"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","12","91","33","176","36","112","176","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","40","90","21","41","4","36","left","2","24","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","17","91","33","92","36","112","92","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","41","91","21","41","5","36","left","2","24","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","17","91","33","92","36","112","92","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","41","91","22","41","5","36","left","3","24","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","22","91","33","124","36","112","124","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","42","92","22","41","6","36","left","3","24","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","22","91","33","124","36","112","124","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","42","92","23","41","6","36","left","4","24","11.5","11.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","26","91","33","82","36","112","82","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","43","93","23","41","7","36","left","4","24","11.5","11.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","26","91","33","82","36","112","82","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","43","93","24","41","7","36","left","5","24","12","12"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","30","91","33","153","36","112","153","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","44","94","24","41","8","36","left","5","24","12","12"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","30","91","33","153","36","112","153","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","44","94","25","41","8","36","left","6","24","12.5","12.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","33","91","33","6","36","112","6","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","45","95","25","41","9","36","left","6","24","12.5","12.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","33","91","33","6","36","112","6","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","45","95","26","41","9","36","left","7","24","13","13"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","36","91","33","215","36","112","215","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","46","96","26","41","10","36","left","7","24","13","13"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","36","91","33","215","36","112","215","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","46","96","26","41","10","36","left","8","24","13","13"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","39","91","33","163","36","112","163","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","47","97","26","41","11","36","left","8","24","13","13"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","39","91","33","163","36","112","163","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","47","97","26","41","11","36","left","9","24","13","13"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","41","91","33","159","36","112","159","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","48","98","26","41","12","36","left","9","24","13","13"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","41","91","33","159","36","112","159","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","48","98","27","41","12","36","left","10","24","13.5","13.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","44","91","33","10","36","112","10","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","49","99","27","41","13","36","left","10","24","13.5","13.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","44","91","33","10","36","112","10","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","49","99","27","41","13","36","left","11","24","13.5","13.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_rightstart","leaf.bmp","46","91","33","141","36","112","141","23","36","2","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","50","100","27","41","14","36","left","11","24","13.5","13.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_rightstart","+","46","91","33","141","36","112","141","23","36","3","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","50","100","28","41","14","36","left","12","24","14","14"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","reset_trial","Experiment_block_rightstart","Press SPACE to continue","46","91","33","141","36","112","141","23","36","3","Reversal","23","36","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","50","100","0","69","0","0","left","12","26","0","0"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","254","36","112","254","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","1","101","0","69","1","0","left","12","26","0","0"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","254","36","112","254","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","1","101","1","69","1","0","left","13","26","0.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","0","36","112","0","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","2","102","1","69","2","0","left","13","26","0.5","0.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","0","36","112","0","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","2","102","2","69","2","0","left","14","26","1","1"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","127","36","112","127","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","3","103","2","69","3","0","left","14","26","1","1"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","127","36","112","127","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","3","103","3","69","3","0","left","15","26","1.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","120","36","112","120","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","4","104","3","69","4","0","left","15","26","1.5","1.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","120","36","112","120","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","4","104","4","69","4","0","left","16","26","2","2"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","347","36","112","347","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","5","105","4","69","5","0","left","16","26","2","2"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","347","36","112","347","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","5","105","5","69","5","0","left","17","26","2.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","41","36","112","41","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","106","5","69","6","0","left","17","26","2.5","2.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","41","36","112","41","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","106","6","69","6","0","left","18","26","3","3"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","43","36","112","43","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","107","6","69","7","0","left","18","26","3","3"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","43","36","112","43","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","107","7","69","7","0","left","19","26","3.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","28","36","112","28","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","8","108","7","69","8","0","left","19","26","3.5","3.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","28","36","112","28","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","8","108","8","69","8","0","left","20","26","4","4"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","165","36","112","165","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","9","109","8","69","9","0","left","20","26","4","4"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","165","36","112","165","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","9","109","9","69","9","0","left","21","26","4.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","194","36","112","194","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","110","9","69","10","0","left","21","26","4.5","4.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","194","36","112","194","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","110","10","69","10","0","left","22","26","5","5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","37","36","112","37","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","111","10","69","11","0","left","22","26","5","5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","37","36","112","37","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","111","11","69","11","0","left","23","26","5.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","54","36","112","54","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","112","11","69","12","0","left","23","26","5.5","5.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","54","36","112","54","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","12","112","12","69","12","0","left","24","26","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","103","36","112","103","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","13","113","12","69","13","0","left","24","26","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","103","36","112","103","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","13","113","12","69","13","0","left","25","26","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","206","36","112","206","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","114","12","69","14","0","left","25","26","6","6"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","206","36","112","206","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","14","114","13","69","14","0","left","26","26","6.5","6.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","153","36","112","153","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","15","115","13","69","15","0","left","26","26","6.5","6.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","153","36","112","153","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","15","115","14","69","15","0","left","27","26","7","7"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","189","36","112","189","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","16","116","14","69","16","0","left","27","26","7","7"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","189","36","112","189","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","16","116","15","69","16","0","left","28","26","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","163","36","112","163","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","17","117","15","69","17","0","left","28","26","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","163","36","112","163","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","17","117","15","69","17","0","left","29","26","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","231","36","112","231","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","18","118","15","69","18","0","left","29","26","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","231","36","112","231","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","18","118","15","69","18","0","left","30","26","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","184","36","112","184","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","19","119","15","69","19","0","left","30","26","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","184","36","112","184","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","19","119","15","69","19","0","left","31","26","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","130","36","112","130","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","20","120","15","69","20","0","left","31","26","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","130","36","112","130","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","20","120","15","69","20","0","left","32","26","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","25","36","112","25","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","21","121","15","69","21","0","left","32","26","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","25","36","112","25","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","21","121","15","69","21","0","left","33","26","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","3","36","112","3","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","22","122","15","69","22","0","left","33","26","7.5","7.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","3","36","112","3","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","22","122","16","69","22","0","left","34","26","8","8"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","6","36","112","6","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","23","123","16","69","23","0","left","34","26","8","8"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","6","36","112","6","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","23","123","17","69","23","0","left","35","26","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","55","36","112","55","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","24","124","17","69","24","0","left","35","26","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","55","36","112","55","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","24","124","17","69","24","0","left","36","26","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","199","36","112","199","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","25","125","17","69","25","0","left","36","26","8.5","8.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","199","36","112","199","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","25","125","18","69","25","0","left","37","26","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_left","Experiment_block_leftstart","binocular.bmp","100","91","33","156","36","112","156","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","26","126","18","69","26","0","left","37","26","9","9"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","91","33","156","36","112","156","9","27","3","Acquisiton","9","27","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","26","126","19","69","26","0","left","38","26","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","0","33","156","33","111","111","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","27","127","19","69","27","0","right","38","26","9.5","9.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","156","33","111","111","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","27","127","20","69","27","0","right","0","26","10","10"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","0","33","156","33","182","182","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","28","128","20","69","28","0","right","0","26","10","10"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","156","33","182","182","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","28","128","21","69","28","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","0","33","156","33","154","154","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","29","129","21","69","29","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","156","33","154","154","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","29","129","21","69","29","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","0","33","156","33","127","127","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","30","130","21","69","30","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","156","33","127","127","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","30","130","21","69","30","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","0","33","156","33","133","133","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","31","131","21","69","31","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","156","33","133","133","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","31","131","21","69","31","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","0","33","156","33","99","99","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","32","132","21","69","32","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","156","33","99","99","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","32","132","21","69","32","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","0","33","156","33","65","65","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","33","133","21","69","33","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","156","33","65","65","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","33","133","21","69","33","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","0","33","156","33","138","138","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","34","134","21","69","34","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","100","0","33","156","33","138","138","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","34","134","21","69","34","0","right","0","26","10.5","10.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","binocular.bmp","100","11","33","156","36","200","200","9","27","3","Reversal","9","27","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","35","135","21","69","34","1","right","0","26","10.5","10.5"
