"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.presentation_left.percentcorrect","trial.presentation_right.percentcorrect","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","rt","picture.Left.currentvalue","picture.Right.currentvalue","block_number","task_phase","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","numberoftimesleft","numberoftimesright","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","57","33","182","33","225","225","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","34","184","22","104","31","3","right","0","30","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","57","33","182","33","225","225","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","34","184","22","104","31","3","right","0","30","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","55","33","182","33","234","234","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","35","185","22","104","32","3","right","0","30","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","55","33","182","33","234","234","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","35","185","22","104","32","3","right","0","30","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","53","33","182","33","61","61","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","36","186","22","104","33","3","right","0","30","11","11"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","53","33","182","33","61","61","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRCF","0","-1","-1","36","186","23","104","33","3","right","0","30","11.5","11.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","51","33","182","33","5","5","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","37","187","23","104","34","3","right","0","30","11.5","11.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","51","33","182","33","5","5","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","IRIF","0","-1","1","37","187","23","104","34","3","right","0","30","11.5","11.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","53","33","182","36","442","442","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","38","188","23","104","34","4","right","0","30","11.5","11.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","53","33","182","36","442","442","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","38","188","24","104","34","4","right","1","30","12","12"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","54","33","182","36","243","243","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","39","189","24","104","34","5","right","1","30","12","12"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","54","33","182","36","243","243","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","39","189","25","104","34","5","right","2","30","12.5","12.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","55","33","182","36","193","193","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","40","190","25","104","34","6","right","2","30","12.5","12.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","55","33","182","36","193","193","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","40","190","26","104","34","6","right","3","30","13","13"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","57","33","182","36","197","197","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","41","191","26","104","34","7","right","3","30","13","13"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","57","33","182","36","197","197","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","41","191","27","104","34","7","right","4","30","13.5","13.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","58","33","182","36","225","225","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","42","192","27","104","34","8","right","4","30","13.5","13.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","58","33","182","36","225","225","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","42","192","28","104","34","8","right","5","30","14","14"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","59","33","182","36","236","236","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","43","193","28","104","34","9","right","5","30","14","14"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","59","33","182","36","236","236","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","43","193","29","104","34","9","right","6","30","14.5","14.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","60","33","182","36","5","5","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","44","194","29","104","34","10","right","6","30","14.5","14.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","60","33","182","36","5","5","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","44","194","29","104","34","10","right","7","30","14.5","14.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","61","33","182","36","191","191","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","45","195","29","104","34","11","right","7","30","14.5","14.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","61","33","182","36","191","191","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","45","195","30","104","34","11","right","8","30","15","15"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","62","33","182","36","178","178","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","46","196","30","104","34","12","right","8","30","15","15"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","62","33","182","36","178","178","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","46","196","30","104","34","12","right","9","30","15","15"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","63","33","182","36","158","158","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","47","197","30","104","34","13","right","9","30","15","15"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","63","33","182","36","158","158","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","47","197","31","104","34","13","right","10","30","15.5","15.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","64","33","182","36","185","185","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","48","198","31","104","34","14","right","10","30","15.5","15.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","64","33","182","36","185","185","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","48","198","32","104","34","14","right","11","30","16","16"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","65","33","182","36","142","142","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","49","199","32","104","34","15","right","11","30","16","16"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","65","33","182","36","142","142","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","49","199","33","104","34","15","right","12","30","16.5","16.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","presentation_right","Experiment_block_leftstart","wheelbarrow.bmp","90","65","33","182","36","194","194","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","200","33","104","34","16","right","12","30","16.5","16.5"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","fixation","Experiment_block_leftstart","+","90","65","33","182","36","194","194","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","200","34","104","34","16","right","13","30","17","17"
"6.4.2","Reversal_Task","1","2021-09-22","11:07:15","reset_trial","Experiment_block_leftstart","Press SPACE to continue","90","65","33","182","36","194","194","10","20","4","Reversal","10","20","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","50","200","0","138","0","0","right","13","28","0","0"
