build	experimentName	subject	date	time	trialcode	blockcode	stimulusitem1	trial.presentation_left.percentcorrect	trial.presentation_right.percentcorrect	trial.presentation_left.response	trial.presentation_left.latency	trial.presentation_right.response	trial.presentation_right.latency	picture.Left.currentvalue	picture.Right.currentvalue	block_number	task_phase	LeftStimSelected	RightStimSelected	percentTrialsCorrectFeedback_left	percentTrialsCorrectFeedback_right	responseAndFeedbackCategory	isThisTrialPractice	isResponseCorrect	isFeedbackAccurate	trial_number	total_trialnum	numbercorrectfeedback	totalcorrect	numberoftimesleft	numberoftimesright	rightleftcorrect	consecutivecorrect	reversalnumber	totalearnings	centsearned
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	73	33	90	36	353	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	15	71	8		4	11	right	9	32	16.5	4
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	73	33	90	36	353	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	15	71	9		4	11	right	10	32	16.5	4.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	75	33	90	36	167	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	16	72	9		4	12	right	10	32	16.5	4.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	75	33	90	36	167	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	16	72	9		4	12	right	11	32	16.5	4.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	76	33	90	36	194	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	17	73	9		4	13	right	11	32	16.5	4.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	76	33	90	36	194	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	17	73	10		4	13	right	12	32	16.5	5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	77	33	90	36	110	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	18	74	10		4	14	right	12	32	16.5	5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	77	33	90	36	110	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	18	74	11		4	14	right	13	32	16.5	5.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	78	33	90	36	204	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	19	75	11		4	15	right	13	32	16.5	5.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	78	33	90	36	204	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	19	75	12		4	15	right	14	32	16.5	6
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	80	33	90	36	119	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	20	76	12		4	16	right	14	32	16.5	6
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	80	33	90	36	119	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	20	76	13		4	16	right	15	32	16.5	6.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	80	33	90	36	127	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	21	77	13		4	17	right	15	32	16.5	6.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	80	33	90	36	127	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	21	77	14		4	17	right	16	32	16.5	7
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	81	33	90	36	107	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	22	78	14		4	18	right	16	32	16.5	7
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	81	33	90	36	107	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	22	78	14		4	18	right	17	32	16.5	7
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	82	33	90	36	137	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	23	79	14		4	19	right	17	32	16.5	7
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	82	33	90	36	137	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	23	79	15		4	19	right	18	32	16.5	7.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	83	33	90	36	159	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	24	80	15		4	20	right	18	32	16.5	7.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	83	33	90	36	159	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	24	80	16		4	20	right	19	32	16.5	8
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	84	33	90	36	28	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	25	81	16		4	21	right	19	32	16.5	8
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	84	33	90	36	28	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	25	81	17		4	21	right	20	32	16.5	8.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	84	33	90	36	77	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	26	82	17		4	22	right	20	32	16.5	8.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	84	33	90	36	77	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	26	82	18		4	22	right	21	32	16.5	9
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	85	33	90	36	109	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	27	83	18		4	23	right	21	32	16.5	9
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	85	33	90	36	109	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	27	83	19		4	23	right	22	32	16.5	9.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	85	33	90	36	108	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	28	84	19		4	24	right	22	32	16.5	9.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	85	33	90	36	108	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	28	84	20		4	24	right	23	32	16.5	10
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	86	33	90	36	79	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	29	85	20		4	25	right	23	32	16.5	10
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	86	33	90	36	79	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	29	85	21		4	25	right	24	32	16.5	10.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	86	33	90	36	26	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	30	86	21		4	26	right	24	32	16.5	10.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	86	33	90	36	26	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	30	86	22		4	26	right	25	32	16.5	11
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	87	33	90	36	18	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	31	87	22		4	27	right	25	32	16.5	11
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	87	33	90	36	18	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	31	87	22		4	27	right	26	32	16.5	11
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	brush.bmp	50	84	33	90	33	36	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	IRIF	0	-1	1	32	88	22		5	27	right	26	32	16.5	11
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	50	84	33	90	33	36	11	27	2	Acquisiton	11	27	0.2000000000000000111	0.8000000000000000444	IRIF	0	-1	1	32	88	22		5	27	right	0	32	16.5	11
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	52	84	33	13	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	33	89	22		6	27	left	0	32	16.5	11
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	52	84	33	13	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	33	89	22		6	27	left	1	32	16.5	11
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	55	84	33	9	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	34	90	22		7	27	left	1	32	16.5	11
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	55	84	33	9	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	34	90	23		7	27	left	2	32	16.5	11.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	57	84	33	146	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	35	91	23		8	27	left	2	32	16.5	11.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	57	84	33	146	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	35	91	24		8	27	left	3	32	16.5	12
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	59	84	33	86	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	36	92	24		9	27	left	3	32	16.5	12
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	59	84	33	86	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	36	92	25		9	27	left	4	32	16.5	12.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	60	84	33	31	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	37	93	25		10	27	left	4	32	16.5	12.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	60	84	33	31	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	37	93	26		10	27	left	5	32	16.5	13
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	62	84	33	72	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	38	94	26		11	27	left	5	32	16.5	13
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	62	84	33	72	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	38	94	26		11	27	left	6	32	16.5	13
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	64	84	33	78	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	39	95	26		12	27	left	6	32	16.5	13
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	64	84	33	78	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	39	95	26		12	27	left	7	32	16.5	13
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	65	84	33	1	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	40	96	26		13	27	left	7	32	16.5	13
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	65	84	33	1	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	40	96	27		13	27	left	8	32	16.5	13.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	66	84	33	10	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	41	97	27		14	27	left	8	32	16.5	13.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	66	84	33	10	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	41	97	28		14	27	left	9	32	16.5	14
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	67	84	33	34	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	42	98	28		15	27	left	9	32	16.5	14
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	67	84	33	34	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	42	98	29		15	27	left	10	32	16.5	14.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	68	84	33	5	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	43	99	29		16	27	left	10	32	16.5	14.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	68	84	33	5	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	43	99	30		16	27	left	11	32	16.5	15
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	70	84	33	480	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	44	100	30		17	27	left	11	32	16.5	15
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	70	84	33	480	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	44	100	30		17	27	left	12	32	16.5	15
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	67	84	36	64	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRIF	0	-1	1	45	101	30		17	28	left	12	32	16.5	15
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	67	84	36	64	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRIF	0	-1	1	45	101	30		17	28	left	0	32	16.5	15
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	65	84	36	152	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRIF	0	-1	1	46	102	30		17	29	left	0	32	16.5	15
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	65	84	36	152	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRIF	0	-1	1	46	102	30		17	29	left	0	32	16.5	15
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	63	84	36	76	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRIF	0	-1	1	47	103	30		17	30	left	0	32	16.5	15
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	63	84	36	76	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRIF	0	-1	1	47	103	30		17	30	left	0	32	16.5	15
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	61	84	36	188	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRCF	0	-1	-1	48	104	30		17	31	left	0	32	16.5	15
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	61	84	36	188	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRCF	0	-1	-1	48	104	31		17	31	left	0	32	16.5	15.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	60	84	36	209	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRIF	0	-1	1	49	105	31		17	32	left	0	32	16.5	15.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	60	84	36	209	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRIF	0	-1	1	49	105	31		17	32	left	0	32	16.5	15.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	brush.bmp	58	84	36	90	33	36	11	27	2	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRCF	0	-1	-1	50	106	31		17	33	left	0	32	16.5	15.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	84	36	90	33	36	11	27	3	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRCF	0	-1	-1	50	106	32		17	33	left	0	32	16.5	16
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	reset_trial	Experiment_block_rightstart	Press SPACE to continue	58	84	36	90	33	36	11	27	3	Reversal	11	27	0.8000000000000000444	0.2000000000000000111	IRCF	0	-1	-1	50	106	32		0	0	left	0	25	16.5	16
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	0	36	90	33	781	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	IRIF	0	-1	1	1	107	0		1	0	right	0	25	32.5	0
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	0	36	90	33	781	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	IRIF	0	-1	1	1	107	0		1	0	right	0	25	32.5	0
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	50	36	90	36	136	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	2	108	0		1	1	right	0	25	32.5	0
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	50	36	90	36	136	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	2	108	1		1	1	right	1	25	32.5	0.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	66	36	90	36	119	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	3	109	1		1	2	right	1	25	32.5	0.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	66	36	90	36	119	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	3	109	2		1	2	right	2	25	32.5	1
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	75	36	90	36	5	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	4	110	2		1	3	right	2	25	32.5	1
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	75	36	90	36	5	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	4	110	3		1	3	right	3	25	32.5	1.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	80	36	90	36	81	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	5	111	3		1	4	right	3	25	32.5	1.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	80	36	90	36	81	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	5	111	4		1	4	right	4	25	32.5	2
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	83	36	90	36	104	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	6	112	4		1	5	right	4	25	32.5	2
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	83	36	90	36	104	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	6	112	5		1	5	right	5	25	32.5	2.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	85	36	90	36	6	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	7	113	5		1	6	right	5	25	32.5	2.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	85	36	90	36	6	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	7	113	6		1	6	right	6	25	32.5	3
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	87	36	90	36	387	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	8	114	6		1	7	right	6	25	32.5	3
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	87	36	90	36	387	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	8	114	7		1	7	right	7	25	32.5	3.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	88	36	90	36	38	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	9	115	7		1	8	right	7	25	32.5	3.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	88	36	90	36	38	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	9	115	8		1	8	right	8	25	32.5	4
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	90	36	90	36	375	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	10	116	8		1	9	right	8	25	32.5	4
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	90	36	90	36	375	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	10	116	8		1	9	right	9	25	32.5	4
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	90	36	90	36	187	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	11	117	8		1	10	right	9	25	32.5	4
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	90	36	90	36	187	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	11	117	9		1	10	right	10	25	32.5	4.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	91	36	90	36	143	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	12	118	9		1	11	right	10	25	32.5	4.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	91	36	90	36	143	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	12	118	10		1	11	right	11	25	32.5	5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	92	36	90	36	131	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	13	119	10		1	12	right	11	25	32.5	5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	92	36	90	36	131	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	13	119	10		1	12	right	12	25	32.5	5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	92	36	90	36	73	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	14	120	10		1	13	right	12	25	32.5	5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	92	36	90	36	73	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	14	120	11		1	13	right	13	25	32.5	5.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	93	36	90	36	323	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	15	121	11		1	14	right	13	25	32.5	5.5
