build	experimentName	subject	date	time	trialcode	blockcode	stimulusitem1	trial.presentation_left.percentcorrect	trial.presentation_right.percentcorrect	trial.presentation_left.response	trial.presentation_left.latency	trial.presentation_right.response	trial.presentation_right.latency	picture.Left.currentvalue	picture.Right.currentvalue	block_number	task_phase	LeftStimSelected	RightStimSelected	percentTrialsCorrectFeedback_left	percentTrialsCorrectFeedback_right	responseAndFeedbackCategory	isThisTrialPractice	isResponseCorrect	isFeedbackAccurate	trial_number	total_trialnum	numbercorrectfeedback	totalcorrect	numberoftimesleft	numberoftimesright	rightleftcorrect	consecutivecorrect	reversalnumber	totalearnings	centsearned
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	93	36	90	36	323	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	15	121	11		1	14	right	14	25	32.5	5.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	93	36	90	36	119	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	16	122	11		1	15	right	14	25	32.5	5.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	93	36	90	36	119	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	16	122	11		1	15	right	15	25	32.5	5.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	94	36	90	36	118	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	17	123	11		1	16	right	15	25	32.5	5.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	94	36	90	36	118	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	17	123	11		1	16	right	16	25	32.5	5.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	94	36	90	36	132	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	18	124	11		1	17	right	16	25	32.5	5.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	94	36	90	36	132	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	18	124	12		1	17	right	17	25	32.5	6
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	94	36	90	36	121	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	19	125	12		1	18	right	17	25	32.5	6
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	94	36	90	36	121	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	19	125	13		1	18	right	18	25	32.5	6.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	95	36	90	36	137	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	20	126	13		1	19	right	18	25	32.5	6.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	95	36	90	36	137	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	20	126	14		1	19	right	19	25	32.5	7
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	95	36	90	36	78	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	21	127	14		1	20	right	19	25	32.5	7
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	95	36	90	36	78	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	21	127	15		1	20	right	20	25	32.5	7.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	95	36	90	36	406	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	22	128	15		1	21	right	20	25	32.5	7.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	95	36	90	36	406	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRIF	0	1	-1	22	128	15		1	21	right	21	25	32.5	7.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	95	36	90	36	96	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	23	129	15		1	22	right	21	25	32.5	7.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	95	36	90	36	96	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	23	129	16		1	22	right	22	25	32.5	8
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	95	36	90	36	55	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	24	130	16		1	23	right	22	25	32.5	8
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	95	36	90	36	55	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	24	130	17		1	23	right	23	25	32.5	8.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_right	Experiment_block_rightstart	carriage.bmp	58	96	36	90	36	31	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	25	131	17		1	24	right	23	25	32.5	8.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	96	36	90	36	31	4	26	3	Acquisiton	4	26	0.2000000000000000111	0.8000000000000000444	CRCF	0	1	1	25	131	18		1	24	right	24	25	32.5	9
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	56	96	36	161	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	IRCF	0	-1	-1	26	132	18		1	25	left	24	25	32.5	9
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	56	96	36	161	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	IRCF	0	-1	-1	26	132	19		1	25	left	0	25	32.5	9.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	55	96	36	437	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	IRIF	0	-1	1	27	133	19		1	26	left	0	25	32.5	9.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	55	96	36	437	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	IRIF	0	-1	1	27	133	19		1	26	left	0	25	32.5	9.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	56	96	33	255	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	28	134	19		2	26	left	0	25	32.5	9.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	56	96	33	255	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	28	134	20		2	26	left	1	25	32.5	10
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	57	96	33	303	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	29	135	20		3	26	left	1	25	32.5	10
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	57	96	33	303	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	29	135	21		3	26	left	2	25	32.5	10.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	58	96	33	22	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	30	136	21		4	26	left	2	25	32.5	10.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	58	96	33	22	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	30	136	22		4	26	left	3	25	32.5	11
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	59	96	33	143	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	31	137	22		5	26	left	3	25	32.5	11
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	59	96	33	143	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	31	137	23		5	26	left	4	25	32.5	11.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	60	96	33	116	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	32	138	23		6	26	left	4	25	32.5	11.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	60	96	33	116	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	32	138	24		6	26	left	5	25	32.5	12
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	61	96	33	235	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	33	139	24		7	26	left	5	25	32.5	12
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	61	96	33	235	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	33	139	25		7	26	left	6	25	32.5	12.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	62	96	33	141	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	34	140	25		8	26	left	6	25	32.5	12.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	62	96	33	141	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	34	140	26		8	26	left	7	25	32.5	13
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	63	96	33	42	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	35	141	26		9	26	left	7	25	32.5	13
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	63	96	33	42	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	35	141	27		9	26	left	8	25	32.5	13.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	63	96	33	179	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	36	142	27		10	26	left	8	25	32.5	13.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	63	96	33	179	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	36	142	27		10	26	left	9	25	32.5	13.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	64	96	33	31	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	37	143	27		11	26	left	9	25	32.5	13.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	64	96	33	31	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	37	143	27		11	26	left	10	25	32.5	13.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	65	96	33	159	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	38	144	27		12	26	left	10	25	32.5	13.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	65	96	33	159	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	38	144	28		12	26	left	11	25	32.5	14
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	66	96	33	196	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	39	145	28		13	26	left	11	25	32.5	14
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	66	96	33	196	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	39	145	28		13	26	left	12	25	32.5	14
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	66	96	33	207	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	40	146	28		14	26	left	12	25	32.5	14
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	66	96	33	207	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	40	146	29		14	26	left	13	25	32.5	14.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	67	96	33	169	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	41	147	29		15	26	left	13	25	32.5	14.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	67	96	33	169	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	41	147	30		15	26	left	14	25	32.5	15
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	67	96	33	422	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	42	148	30		16	26	left	14	25	32.5	15
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	67	96	33	422	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	42	148	31		16	26	left	15	25	32.5	15.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	68	96	33	200	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	43	149	31		17	26	left	15	25	32.5	15.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	68	96	33	200	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	43	149	32		17	26	left	16	25	32.5	16
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	69	96	33	75	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	44	150	32		18	26	left	16	25	32.5	16
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	69	96	33	75	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	44	150	33		18	26	left	17	25	32.5	16.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	69	96	33	81	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	45	151	33		19	26	left	17	25	32.5	16.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	69	96	33	81	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	45	151	34		19	26	left	18	25	32.5	17
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	70	96	33	19	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	46	152	34		20	26	left	18	25	32.5	17
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	70	96	33	19	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	46	152	35		20	26	left	19	25	32.5	17.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	70	96	33	332	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	47	153	35		21	26	left	19	25	32.5	17.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	70	96	33	332	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	47	153	36		21	26	left	20	25	32.5	18
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	71	96	33	870	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	48	154	36		22	26	left	20	25	32.5	18
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	71	96	33	870	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	48	154	36		22	26	left	21	25	32.5	18
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	71	96	33	73	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	49	155	36		23	26	left	21	25	32.5	18
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	71	96	33	73	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	49	155	37		23	26	left	22	25	32.5	18.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_rightstart	carriage.bmp	72	96	33	201	36	31	4	26	3	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	50	156	37		24	26	left	22	25	32.5	18.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_rightstart	+	72	96	33	201	36	31	4	26	4	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	50	156	38		24	26	left	23	25	32.5	19
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	reset_trial	Experiment_block_rightstart	Press SPACE to continue	72	96	33	201	36	31	4	26	4	Reversal	4	26	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	50	156	38		0	0	left	23	21	32.5	19
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	100	96	33	105	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	1	157	0		1	0	left	23	21	51.5	0
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	100	96	33	105	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	1	157	1		1	0	left	24	21	51.5	0.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	100	96	33	519	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	2	158	1		2	0	left	24	21	51.5	0.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	100	96	33	519	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	2	158	1		2	0	left	25	21	51.5	0.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	66	96	0	2000	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	NRNF	0	0	1	3	159	1		2	0	left	25	21	51.5	0.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	66	96	0	2000	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	NRNF	0	0	1	3	159	1		2	0	left	0	21	51.5	0.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	50	96	0	2000	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	NRNF	0	0	1	4	160	1		2	0	left	0	21	51.5	0.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	50	96	0	2000	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	NRNF	0	0	1	4	160	1		2	0	left	0	21	51.5	0.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	60	96	33	1042	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	5	161	1		3	0	left	0	21	51.5	0.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	60	96	33	1042	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	5	161	2		3	0	left	1	21	51.5	1
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	66	96	33	91	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	6	162	2		4	0	left	1	21	51.5	1
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	66	96	33	91	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	6	162	3		4	0	left	2	21	51.5	1.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	71	96	33	154	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	7	163	3		5	0	left	2	21	51.5	1.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	71	96	33	154	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	7	163	4		5	0	left	3	21	51.5	2
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	75	96	33	24	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	8	164	4		6	0	left	3	21	51.5	2
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	75	96	33	24	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	8	164	5		6	0	left	4	21	51.5	2.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	77	96	33	353	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	9	165	5		7	0	left	4	21	51.5	2.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	77	96	33	353	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	9	165	6		7	0	left	5	21	51.5	3
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	80	96	33	102	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	10	166	6		8	0	left	5	21	51.5	3
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	80	96	33	102	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	10	166	7		8	0	left	6	21	51.5	3.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	81	96	33	181	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	11	167	7		9	0	left	6	21	51.5	3.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	81	96	33	181	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	11	167	7		9	0	left	7	21	51.5	3.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	83	96	33	184	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	12	168	7		10	0	left	7	21	51.5	3.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	83	96	33	184	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRIF	0	1	-1	12	168	7		10	0	left	8	21	51.5	3.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	84	96	33	132	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	13	169	7		11	0	left	8	21	51.5	3.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	84	96	33	132	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	13	169	8		11	0	left	9	21	51.5	4
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	85	96	33	274	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	14	170	8		12	0	left	9	21	51.5	4
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	85	96	33	274	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	14	170	9		12	0	left	10	21	51.5	4.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	presentation_left	Experiment_block_leftstart	wrench.bmp	86	96	33	328	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	15	171	9		13	0	left	10	21	51.5	4.5
6.4.2	Reversal_Task	1	2021-09-22	09:33:14	fixation	Experiment_block_leftstart	+	86	96	33	328	36	31	12	8	4	Acquisiton	12	8	0.8000000000000000444	0.2000000000000000111	CRCF	0	1	1	15	171	10		13	0	left	11	21	51.5	5
