"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.choice.percentcorrect","trial.choice.latency","trial.choice.response","picture.correctStim.currentvalue","picture.incorrectStim.currentvalue","block_number","task_phase","index_correctChoice","index_incorrectChoice","correctChoicePosition","correctKey","incorrectKey","percentTrialsCorrectFeedback_correctStim","percentTrialsCorrectFeedback_incorrectStim","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","96","910","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","28","68","14","74","left","0","23","37","7"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","96","910","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","28","68","15","74","left","1","23","37","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","96","867","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","69","15","74","left","1","23","37","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","96","867","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","69","16","74","left","2","23","37","8"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","96","882","36","35","32","2","Reversal","35","32","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","30","70","16","74","left","2","23","37","8"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","96","882","36","35","32","2","Reversal","35","32","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","30","70","17","74","left","3","23","37","8.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","96","995","36","35","32","2","Reversal","35","32","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","31","71","17","74","left","3","23","37","8.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","96","995","36","35","32","2","Reversal","35","32","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","31","71","17","74","left","4","23","37","8.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","96","426","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","32","72","17","74","left","4","23","37","8.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","96","426","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","32","72","18","74","left","5","23","37","9"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","96","462","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","33","73","18","74","left","5","23","37","9"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","96","462","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","33","73","19","74","left","6","23","37","9.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","97","657","36","35","32","2","Reversal","35","32","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","74","19","74","left","6","23","37","9.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","97","657","36","35","32","2","Reversal","35","32","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","34","74","20","74","left","7","23","37","10"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","97","566","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","75","20","74","left","7","23","37","10"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","97","566","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","75","21","74","left","8","23","37","10.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","97","680","36","35","32","2","Reversal","35","32","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","36","76","21","74","left","8","23","37","10.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","97","680","36","35","32","2","Reversal","35","32","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","36","76","21","74","left","9","23","37","10.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","97","641","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","37","77","21","74","left","9","23","37","10.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","97","641","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","37","77","22","74","left","10","23","37","11"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","97","560","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","38","78","22","74","left","10","23","37","11"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","97","560","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","38","78","22","74","left","11","23","37","11"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","97","643","36","35","32","2","Reversal","35","32","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","79","22","74","left","11","23","37","11"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","97","643","36","35","32","2","Reversal","35","32","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","79","23","74","left","12","23","37","11.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","snail.bmp","97","728","33","35","32","2","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","80","23","74","left","12","23","37","11.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","97","728","33","35","32","3","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","80","24","74","left","13","23","37","12"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","reset_trial","Experiment_block_start","Press SPACE to continue","97","728","33","35","32","3","Reversal","35","32","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","0","80","0","108","left","0","16","54","0"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","1744","33","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","1","81","0","142","left","0","16","71","0"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","1744","33","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","1","81","0","142","left","0","16","71","0"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","936","33","8","33","3","Acquisiton","8","33","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","2","82","0","142","left","0","16","71","0"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","936","33","8","33","3","Acquisiton","8","33","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","2","82","1","142","left","1","16","71","0.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","546","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","3","83","1","142","left","1","16","71","0.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","546","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","3","83","2","142","left","2","16","71","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","622","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","4","84","2","142","left","2","16","71","1"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","622","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","4","84","3","142","left","3","16","71","1.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","521","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","85","3","142","left","3","16","71","1.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","521","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","5","85","4","142","left","4","16","71","2"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","433","33","8","33","3","Acquisiton","8","33","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","86","4","142","left","4","16","71","2"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","433","33","8","33","3","Acquisiton","8","33","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","6","86","5","142","left","5","16","71","2.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","425","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","7","87","5","142","left","5","16","71","2.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","425","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","7","87","6","142","left","6","16","71","3"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","563","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","8","88","6","142","left","6","16","71","3"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","563","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","8","88","7","142","left","7","16","71","3.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","477","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","9","89","7","142","left","7","16","71","3.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","477","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","9","89","8","142","left","8","16","71","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","612","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","10","90","8","142","left","8","16","71","4"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","612","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","10","90","9","142","left","9","16","71","4.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","623","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","11","91","9","142","left","9","16","71","4.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","623","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","11","91","9","142","left","10","16","71","4.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","476","33","8","33","3","Acquisiton","8","33","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","12","92","9","142","left","10","16","71","4.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","476","33","8","33","3","Acquisiton","8","33","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","12","92","10","142","left","11","16","71","5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","689","33","8","33","3","Acquisiton","8","33","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","93","10","142","left","11","16","71","5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","689","33","8","33","3","Acquisiton","8","33","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","13","93","11","142","left","12","16","71","5.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","846","33","8","33","3","Acquisiton","8","33","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","14","94","11","142","left","12","16","71","5.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","846","33","8","33","3","Acquisiton","8","33","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","14","94","12","142","left","13","16","71","6"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","444","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","15","95","12","142","left","13","16","71","6"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","444","36","8","33","3","Acquisiton","8","33","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","15","95","12","142","left","14","16","71","6"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","skate.bmp","100","422","33","8","33","3","Acquisiton","8","33","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","16","96","12","142","left","14","16","71","6"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","422","33","8","33","3","Acquisiton","8","33","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","16","96","13","142","left","15","16","71","6.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","557","36","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","17","97","13","142","left","15","16","71","6.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","557","36","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","17","97","13","142","left","0","16","71","6.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","426","33","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","18","98","13","142","left","0","16","71","6.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","426","33","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","18","98","13","142","left","0","16","71","6.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","852","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","19","99","13","142","left","0","16","71","6.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","852","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","19","99","13","142","left","1","16","71","6.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","408","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","20","100","13","142","left","1","16","71","6.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","408","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","20","100","13","142","left","2","16","71","6.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","454","33","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","21","101","13","142","left","2","16","71","6.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","454","33","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","21","101","14","142","left","0","16","71","7"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","401","36","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","22","102","14","142","left","0","16","71","7"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","401","36","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","IRCF","0","-1","-1","22","102","15","142","left","0","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","552","36","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","23","103","15","142","left","0","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","552","36","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","23","103","15","142","left","0","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","376","36","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","24","104","15","142","left","0","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","376","36","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","24","104","15","142","left","0","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","539","33","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","105","15","142","left","0","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","539","33","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","25","105","15","142","left","0","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","500","36","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","26","106","15","142","left","0","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","500","36","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","IRIF","0","-1","1","26","106","15","142","left","0","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","479","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","27","107","15","142","left","0","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","479","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","27","107","15","142","left","1","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","374","36","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","28","108","15","142","left","1","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","374","36","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","28","108","15","142","left","2","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","559","36","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","109","15","142","left","2","16","71","7.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","559","36","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","29","109","16","142","left","3","16","71","8"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","441","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","30","110","16","142","left","3","16","71","8"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","441","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","30","110","16","142","left","4","16","71","8"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","396","36","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","111","16","142","left","4","16","71","8"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","396","36","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","31","111","17","142","left","5","16","71","8.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","436","36","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","32","112","17","142","left","5","16","71","8.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","436","36","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","32","112","17","142","left","6","16","71","8.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","429","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","33","113","17","142","left","6","16","71","8.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","429","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","33","113","18","142","left","7","16","71","9"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","381","36","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","34","114","18","142","left","7","16","71","9"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","381","36","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","34","114","18","142","left","8","16","71","9"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","387","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","115","18","142","left","8","16","71","9"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","387","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","35","115","19","142","left","9","16","71","9.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","397","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","36","116","19","142","left","9","16","71","9.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","397","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRIF","0","1","-1","36","116","19","142","left","10","16","71","9.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","352","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","37","117","19","142","left","10","16","71","9.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","352","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","37","117","20","142","left","11","16","71","10"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","380","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","38","118","20","142","left","11","16","71","10"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","380","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","38","118","21","142","left","12","16","71","10.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","693","36","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","119","21","142","left","12","16","71","10.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","693","36","33","8","3","Reversal","33","8","2","36","33","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","39","119","22","142","left","13","16","71","11"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","choice","Experiment_block_start","elk.bmp","100","350","33","33","8","3","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","120","22","142","left","13","16","71","11"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","fixation","Experiment_block_start","+","100","350","33","33","8","4","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","40","120","23","142","left","14","16","71","11.5"
"6.5.0","Reversal_Task","1","2021-09-27","14:39:07","reset_trial","Experiment_block_start","Press SPACE to continue","100","350","33","33","8","4","Reversal","33","8","1","33","36","0.6999999999999999556","0.2999999999999999889","CRCF","0","1","1","0","120","0","173","left","0","16","86.5","0"
